chapter,chapter_text,heading,heading_text,subheading,subheading_text,year_range,prior_class,prior_label,nli_prob_1,nli_prob_2,nli_prob_3,nli_prob_4,nli_prob_5,nli_continuous,nli_class,nli_label,nli_uncertainty
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6805,"Abrasive powder or grain; natural or artificial, on a base of textile material, of paper, paperboard or of other material, whether or not cut to shape or sewn or otherwise made up",680510,680510 --  - On a base of woven textile fabric only,all,3,Component/Part,0.069642,0.274633,0.124393,0.207102,0.32423,3.4416,5,Final Good,0.9264
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6805,"Abrasive powder or grain; natural or artificial, on a base of textile material, of paper, paperboard or of other material, whether or not cut to shape or sewn or otherwise made up",680520,680520 --  - On a base of paper or paperboard only,all,3,Component/Part,0.192942,0.218631,0.118404,0.194455,0.275568,3.1411,5,Final Good,0.9793
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6805,"Abrasive powder or grain; natural or artificial, on a base of textile material, of paper, paperboard or of other material, whether or not cut to shape or sewn or otherwise made up",680530,680530 --  - On a base of other materials,all,3,Component/Part,0.146796,0.245837,0.175863,0.210275,0.221229,3.1133,2,Processed Material,0.9903
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6806,"Slag, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag, mixtures and articles of heat, sound insulating or sound-absorbing mineral materials",680610,"680610 --  - Slag-wool, rock-wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls",all,3,Component/Part,0.192498,0.260811,0.113385,0.188775,0.244531,3.032,2,Processed Material,0.9778
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6806,"Slag, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag, mixtures and articles of heat, sound insulating or sound-absorbing mineral materials",680620,"680620 --  - Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)",all,3,Component/Part,0.142784,0.282576,0.138121,0.188604,0.247916,3.1163,2,Processed Material,0.9748
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6806,"Slag, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag, mixtures and articles of heat, sound insulating or sound-absorbing mineral materials",680690,680690 --  - Other,all,3,Component/Part,0.196773,0.266084,0.10129,0.208037,0.227816,3.004,2,Processed Material,0.9741
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6807,Asphalt or similar material; articles (e.g. petroleum bitumen or coal tar pitch),680710,680710 --  - In rolls,all,3,Component/Part,0.18595,0.305086,0.103295,0.203429,0.202241,2.9309,2,Processed Material,0.9672
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6807,Asphalt or similar material; articles (e.g. petroleum bitumen or coal tar pitch),680790,680790 --  - Other,all,3,Component/Part,0.196116,0.266232,0.101149,0.20856,0.227943,3.006,2,Processed Material,0.974
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6808,"Panels, boards, tiles, blocks and the like; of vegetable fibre, of straw, shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders",680800,"680800 --  Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste of wood, agglomerated with cement, plaster or other mineral binders",all,3,Component/Part,0.138457,0.260446,0.151177,0.198718,0.251203,3.1638,2,Processed Material,0.9804
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6809,Plaster or compositions based on plaster; articles thereof,680911,680911 --  -- Faced or reinforced with paper or paperboard only,all,3,Component/Part,0.151088,0.247164,0.126981,0.199574,0.275193,3.2006,5,Final Good,0.9753
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6809,Plaster or compositions based on plaster; articles thereof,680919,680919 --  -- Other,all,3,Component/Part,0.196056,0.264596,0.102911,0.214276,0.22216,3.0019,2,Processed Material,0.9752
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6809,Plaster or compositions based on plaster; articles thereof,680990,680990 --  - Other articles,all,3,Component/Part,0.202424,0.259664,0.112556,0.205411,0.219944,2.9808,2,Processed Material,0.9802
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6810,"Cement, concrete or artificial stone; whether or not reinforced, articles thereof",681011,681011 --  -- Building blocks and bricks,all,3,Component/Part,0.169939,0.27396,0.132608,0.199457,0.224036,3.0337,2,Processed Material,0.982
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6810,"Cement, concrete or artificial stone; whether or not reinforced, articles thereof",681019,681019 --  -- Other,all,3,Component/Part,0.193544,0.266358,0.10209,0.216759,0.22125,3.0058,2,Processed Material,0.9745
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6810,"Cement, concrete or artificial stone; whether or not reinforced, articles thereof",681020,681020 -- (-1995) Pipes,all,3,Component/Part,0.188097,0.255098,0.122397,0.21169,0.222718,3.0258,2,Processed Material,0.9836
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6810,"Cement, concrete or artificial stone; whether or not reinforced, articles thereof",681091,681091 --  -- Prefabricated structural components for building or civil engineering,all,3,Component/Part,0.044177,0.242105,0.251996,0.221735,0.239987,3.3712,3,Component/Part,0.9351
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6810,"Cement, concrete or artificial stone; whether or not reinforced, articles thereof",681099,681099 --  -- Other,all,3,Component/Part,0.192609,0.26689,0.101597,0.216345,0.222559,3.0094,2,Processed Material,0.9741
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6811,"Asbestos-cement, of cellulose fibre-cement or the like",681110,681110 -- (-2006) - Corrugated sheets,all,3,Component/Part,0.152756,0.27152,0.122264,0.205756,0.247705,3.1241,2,Processed Material,0.9748
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6811,"Asbestos-cement, of cellulose fibre-cement or the like",681120,"681120 -- (-2006) - Other sheets, panels, tiles and similar articles",all,3,Component/Part,0.194609,0.25933,0.129006,0.191966,0.22509,2.9936,2,Processed Material,0.985
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6811,"Asbestos-cement, of cellulose fibre-cement or the like",681130,"681130 -- (-2006) - Tubes, pipes and tube or pipe fittings",all,3,Component/Part,0.192599,0.257656,0.127923,0.210087,0.211735,2.9907,2,Processed Material,0.9856
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6811,"Asbestos-cement, of cellulose fibre-cement or the like",681140,681140 -- (2007-) - Containing asbestos,all,3,Component/Part,0.14235,0.342148,0.137164,0.185659,0.192679,2.9442,2,Processed Material,0.9611
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6811,"Asbestos-cement, of cellulose fibre-cement or the like",681181,681181 -- (2007-) -- Corrugated sheets,all,3,Component/Part,0.163218,0.266746,0.122484,0.197456,0.250096,3.1045,2,Processed Material,0.977
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6811,"Asbestos-cement, of cellulose fibre-cement or the like",681182,"681182 -- (2007-) -- Other sheets, panels, tiles and similar articles",all,3,Component/Part,0.188722,0.258709,0.136463,0.193954,0.222152,3.0021,2,Processed Material,0.987
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6811,"Asbestos-cement, of cellulose fibre-cement or the like",681183,"681183 -- (2007-2011) -- Tubes, pipes and tube or pipe fittings",all,3,Component/Part,0.189433,0.257412,0.131217,0.206231,0.215707,3.0014,2,Processed Material,0.9863
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6811,"Asbestos-cement, of cellulose fibre-cement or the like",681189,681189 -- (2007-) -- Other articles,all,3,Component/Part,0.201534,0.262081,0.114943,0.200748,0.220694,2.977,2,Processed Material,0.9806
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6811,"Asbestos-cement, of cellulose fibre-cement or the like",681190,681190 -- (-2006) - Other articles,all,3,Component/Part,0.206648,0.258436,0.113788,0.202651,0.218477,2.9679,2,Processed Material,0.9809
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (e.g. thread, woven fabric, clothing, footwear), whether or not reinforced, not goods of heading 6811 or 6813",681210,681210 -- (-2001) - Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate,all,3,Component/Part,0.06385,0.35962,0.147588,0.192867,0.236075,3.1777,2,Processed Material,0.9221
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (e.g. thread, woven fabric, clothing, footwear), whether or not reinforced, not goods of heading 6811 or 6813",681220,681220 -- (-2001) - Yarn and thread,all,3,Component/Part,0.196792,0.310809,0.102996,0.182359,0.207044,2.8921,2,Processed Material,0.9653
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (e.g. thread, woven fabric, clothing, footwear), whether or not reinforced, not goods of heading 6811 or 6813",681230,"681230 -- (-2001) - Cords and string, whether or not plaited",all,3,Component/Part,0.190704,0.265284,0.117489,0.191264,0.235258,3.0151,2,Processed Material,0.9795
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (e.g. thread, woven fabric, clothing, footwear), whether or not reinforced, not goods of heading 6811 or 6813",681240,681240 -- (-2001) - Woven or knitted fabric,all,3,Component/Part,0.109329,0.349149,0.118908,0.178154,0.24446,3.0993,2,Processed Material,0.9409
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (e.g. thread, woven fabric, clothing, footwear), whether or not reinforced, not goods of heading 6811 or 6813",681250,"681250 -- (-2006) - Clothing, clothing accessories, footwear and headgear",all,3,Component/Part,0.163454,0.269227,0.125324,0.179519,0.262477,3.1083,2,Processed Material,0.9749
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (e.g. thread, woven fabric, clothing, footwear), whether or not reinforced, not goods of heading 6811 or 6813",681260,"681260 -- (-2006) - Paper, millboard and felt",all,3,Component/Part,0.153569,0.275106,0.119599,0.204641,0.247085,3.1166,2,Processed Material,0.9735
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (e.g. thread, woven fabric, clothing, footwear), whether or not reinforced, not goods of heading 6811 or 6813",681270,"681270 -- (-2006) - Compressed asbestos fibre jointing, in sheets or rolls",all,3,Component/Part,0.15819,0.283661,0.128859,0.213492,0.215798,3.045,2,Processed Material,0.9778
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (e.g. thread, woven fabric, clothing, footwear), whether or not reinforced, not goods of heading 6811 or 6813",681280,681280 -- (2007-) - Of crocidolite,all,3,Component/Part,0.189315,0.275721,0.100348,0.212852,0.221764,3.002,2,Processed Material,0.972
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (e.g. thread, woven fabric, clothing, footwear), whether or not reinforced, not goods of heading 6811 or 6813",681290,681290 -- (-2006) - Other,all,3,Component/Part,0.199023,0.262379,0.107051,0.211033,0.220514,2.9916,2,Processed Material,0.9775
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (e.g. thread, woven fabric, clothing, footwear), whether or not reinforced, not goods of heading 6811 or 6813",681291,"681291 -- (2007-) -- Clothing, clothing accessories, footwear and headgear",all,3,Component/Part,0.176071,0.254935,0.12461,0.186696,0.257688,3.095,5,Final Good,0.9795
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (e.g. thread, woven fabric, clothing, footwear), whether or not reinforced, not goods of heading 6811 or 6813",681292,"681292 -- (2007-) -- Paper, millboard and felt",all,3,Component/Part,0.153638,0.272024,0.125641,0.202943,0.245753,3.1151,2,Processed Material,0.9762
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (e.g. thread, woven fabric, clothing, footwear), whether or not reinforced, not goods of heading 6811 or 6813",681293,"681293 -- (2007-) -- Compressed asbestos fibre jointing, in sheets or rolls",all,3,Component/Part,0.159108,0.276529,0.134901,0.214312,0.215151,3.0499,2,Processed Material,0.981
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (e.g. thread, woven fabric, clothing, footwear), whether or not reinforced, not goods of heading 6811 or 6813",681299,681299 -- (2007-) -- Other,all,3,Component/Part,0.19394,0.259704,0.107,0.216568,0.222788,3.0146,2,Processed Material,0.9775
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6813,"Friction material and articles thereof (e.g. sheets, rolls, strips, segments, discs, washers, pads) not mounted; for brakes, clutches or the like, with a basis of asbestos, other mineral substances, or cellulose",681310,681310 -- (-2006) - Brake linings and pads,all,3,Component/Part,0.183351,0.2731,0.123577,0.199025,0.220947,3.0011,2,Processed Material,0.9809
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6813,"Friction material and articles thereof (e.g. sheets, rolls, strips, segments, discs, washers, pads) not mounted; for brakes, clutches or the like, with a basis of asbestos, other mineral substances, or cellulose",681320,681320 -- (2007-) - Containing asbestos,all,3,Component/Part,0.144041,0.336546,0.13961,0.188233,0.191571,2.9467,2,Processed Material,0.964
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6813,"Friction material and articles thereof (e.g. sheets, rolls, strips, segments, discs, washers, pads) not mounted; for brakes, clutches or the like, with a basis of asbestos, other mineral substances, or cellulose",681381,681381 -- (2007-) -- Brake linings and pads,all,3,Component/Part,0.183786,0.258674,0.122667,0.205028,0.229845,3.0385,2,Processed Material,0.9825
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6813,"Friction material and articles thereof (e.g. sheets, rolls, strips, segments, discs, washers, pads) not mounted; for brakes, clutches or the like, with a basis of asbestos, other mineral substances, or cellulose",681389,681389 -- (2007-) -- Other,all,3,Component/Part,0.195093,0.260993,0.106694,0.216582,0.220638,3.0067,2,Processed Material,0.9773
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6813,"Friction material and articles thereof (e.g. sheets, rolls, strips, segments, discs, washers, pads) not mounted; for brakes, clutches or the like, with a basis of asbestos, other mineral substances, or cellulose",681390,681390 -- (-2006) - Other,all,3,Component/Part,0.199053,0.262675,0.10665,0.210859,0.220763,2.9916,2,Processed Material,0.9773
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6814,"Mica; worked, articles of, including agglomerated or reconstituted mica; whether or not on a support of paper, paperboard or other materials",681410,"681410 --  - Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support",all,3,Component/Part,0.159557,0.27542,0.119853,0.196834,0.248336,3.099,2,Processed Material,0.9743
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6814,"Mica; worked, articles of, including agglomerated or reconstituted mica; whether or not on a support of paper, paperboard or other materials",681490,681490 --  - Other,all,3,Component/Part,0.199557,0.263082,0.103428,0.213259,0.220674,2.9924,2,Processed Material,0.9758
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6815,"Stone or other mineral substances; articles thereof (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included",681510,681510 --  - Non-electrical articles of graphite or other carbon,all,3,Component/Part,0.205242,0.267163,0.0822,0.210314,0.235081,3.0028,2,Processed Material,0.9639
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6815,"Stone or other mineral substances; articles thereof (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included",681511,681511 -- (2022) -- Stone or other mineral substances not elsewhere specified or included; carbon fibres for non-electrical uses,all,3,Component/Part,0.172987,0.266103,0.140363,0.197558,0.222989,3.0315,2,Processed Material,0.9857
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6815,"Stone or other mineral substances; articles thereof (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included",681512,681512 -- (2022) -- Stone or other mineral substances not elsewhere specified or included; fabrics of carbon fibres for non-electrical uses,all,3,Component/Part,0.171645,0.291694,0.131991,0.185774,0.218896,2.9886,2,Processed Material,0.9782
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6815,"Stone or other mineral substances; articles thereof (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included",681513,681513 -- (2022) -- Stone or other mineral substances not elsewhere specified or included; articles of carbon fibres for non-electrical uses,all,3,Component/Part,0.186053,0.270705,0.132577,0.189722,0.220943,2.9888,2,Processed Material,0.9839
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6815,"Stone or other mineral substances; articles thereof (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included",681519,681519 -- (2022) -- Stone or other mineral substances not elsewhere specified or included; non-electrical articles of graphite or carbon n.e.c. in heading 6815,all,3,Component/Part,0.17458,0.254757,0.149326,0.17872,0.242617,3.06,2,Processed Material,0.9869
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6815,"Stone or other mineral substances; articles thereof (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included",681520,681520 --  - Articles of peat,all,3,Component/Part,0.176785,0.239055,0.109769,0.224352,0.250039,3.1318,5,Final Good,0.9773
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6815,"Stone or other mineral substances; articles thereof (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included",681591,"681591 --  -- Containing magnesite, dolomite or chromite",all,3,Component/Part,0.180196,0.285154,0.113316,0.193322,0.228012,3.0038,2,Processed Material,0.9743
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6815,"Stone or other mineral substances; articles thereof (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included",681599,681599 --  -- Other,all,3,Component/Part,0.192651,0.265647,0.101619,0.216603,0.223479,3.0126,2,Processed Material,0.9742
69,Ceramic products,6901,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (e.g. kieselguhr, tripolite or diatomite) or of similar siliceous earths",690100,"690100 --  Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths",all,3,Component/Part,0.169853,0.1936,0.186912,0.164628,0.285007,3.2013,5,Final Good,0.9862
69,Ceramic products,6902,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods; other than those of siliceous fossil meals or similar siliceous earths",690210,"690210 --  - Containing, by weight, singly or together, more than 50 % of the elements Mg, Ca or Cr, expressed as MgO, CaO or Cr2O3",all,3,Component/Part,0.176592,0.237398,0.150311,0.206054,0.229645,3.0748,2,Processed Material,0.9915
69,Ceramic products,6902,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods; other than those of siliceous fossil meals or similar siliceous earths",690220,"690220 --  - Containing, by weight, more than 50 % of alumina (Al2O3), of silica (SiO2) or of a mixture or compound of these products",all,3,Component/Part,0.179288,0.254074,0.141275,0.195377,0.229986,3.0427,2,Processed Material,0.9878
69,Ceramic products,6902,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods; other than those of siliceous fossil meals or similar siliceous earths",690290,690290 --  - Other,all,3,Component/Part,0.19736,0.265577,0.100802,0.208657,0.227604,3.0036,2,Processed Material,0.974
69,Ceramic products,6903,"Ceramic goods; (e.g. retorts, crucibles, muffles, nozzles, plugs, supports cupels, tubes, pipes, sheaths, rods and slide gates) excluding those of siliceous fossil meals or of similar siliceous earths",690310,"690310 --  - Containing, by weight, more than 50 % of graphite or other carbon or of a mixture of these products",all,3,Component/Part,0.178027,0.250325,0.139191,0.200945,0.231512,3.0576,2,Processed Material,0.9877
69,Ceramic products,6903,"Ceramic goods; (e.g. retorts, crucibles, muffles, nozzles, plugs, supports cupels, tubes, pipes, sheaths, rods and slide gates) excluding those of siliceous fossil meals or of similar siliceous earths",690320,"690320 --  - Containing, by weight, more than 50 % of alumina (Al2O3) or of a mixture or compound of alumina and of silica (SiO2)",all,3,Component/Part,0.181503,0.247601,0.146127,0.203472,0.221298,3.0355,2,Processed Material,0.9905
69,Ceramic products,6903,"Ceramic goods; (e.g. retorts, crucibles, muffles, nozzles, plugs, supports cupels, tubes, pipes, sheaths, rods and slide gates) excluding those of siliceous fossil meals or of similar siliceous earths",690390,690390 --  - Other,all,3,Component/Part,0.196471,0.266714,0.100839,0.208734,0.227243,3.0036,2,Processed Material,0.9738
69,Ceramic products,6904,"Ceramic building bricks, floor blocks, support or filler tiles and the like",690410,690410 --  - Building bricks,all,3,Component/Part,0.168465,0.246075,0.143815,0.238039,0.203605,3.0622,2,Processed Material,0.9877
69,Ceramic products,6904,"Ceramic building bricks, floor blocks, support or filler tiles and the like",690490,690490 --  - Other,all,3,Component/Part,0.197705,0.266302,0.100486,0.208615,0.226892,3.0007,2,Processed Material,0.9738
69,Ceramic products,6905,"Roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods",690510,690510 --  - Roofing tiles,all,3,Component/Part,0.165659,0.280422,0.122388,0.233844,0.197687,3.0175,2,Processed Material,0.9766
69,Ceramic products,6905,"Roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods",690590,690590 --  - Other,all,3,Component/Part,0.197265,0.267531,0.100262,0.208557,0.226386,2.9993,2,Processed Material,0.9735
69,Ceramic products,6906,"Ceramic pipes, conduits, guttering and pipe fittings",690600,"690600 --  Ceramic pipes, conduits, guttering and pipe fittings",all,3,Component/Part,0.180636,0.241652,0.133453,0.204488,0.239772,3.0811,2,Processed Material,0.9867
69,Ceramic products,6907,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics",690710,"690710 -- (-2016) - Tiles, cubes and similar articles, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm",all,3,Component/Part,0.190168,0.228046,0.186854,0.167331,0.227601,3.0142,2,Processed Material,0.9955
69,Ceramic products,6907,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics",690721,"690721 -- (2017-) -- Of a water absorption coefficient by weight not exceeding 0,5 %",all,3,Component/Part,0.210915,0.232778,0.113447,0.212569,0.230291,3.0185,2,Processed Material,0.9828
69,Ceramic products,6907,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics",690722,"690722 -- (2017-) -- Of a water absorption coefficient by weight exceeding 0,5 % but not exceeding 10 %",all,3,Component/Part,0.212126,0.228916,0.125558,0.2056,0.227801,3.008,2,Processed Material,0.9874
69,Ceramic products,6907,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics",690723,690723 -- (2017-) -- Of a water absorption coefficient by weight exceeding 10 %,all,3,Component/Part,0.204242,0.239249,0.118206,0.211343,0.22696,3.0175,2,Processed Material,0.9842
69,Ceramic products,6907,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics",690730,"690730 -- (2017-) - Mosaic cubes and the like, other than those of subheading 690740",all,3,Component/Part,0.19827,0.22621,0.142669,0.20218,0.230672,3.0408,5,Final Good,0.9919
69,Ceramic products,6907,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics",690740,690740 -- (2017-) - Finishing ceramics,all,3,Component/Part,0.13086,0.265639,0.134488,0.240689,0.228325,3.17,2,Processed Material,0.9743
69,Ceramic products,6907,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics",690790,690790 -- (-2016) - Other,all,3,Component/Part,0.200515,0.260756,0.106701,0.211373,0.220654,2.9909,2,Processed Material,0.9776
69,Ceramic products,6908,,690810,"690810 -- (-2016) - Tiles, cubes and similar articles, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm",all,3,Component/Part,0.18938,0.228435,0.18699,0.166313,0.228882,3.0169,5,Final Good,0.9952
69,Ceramic products,6908,,690890,690890 -- (-2016) - Other,all,3,Component/Part,0.200453,0.261951,0.106564,0.211307,0.219725,2.9879,2,Processed Material,0.9774
69,Ceramic products,6909,"Ceramic ware for laboratory, chemical, other technical uses; ceramic troughs, tubs, similar receptacles used in agriculture; ceramic pots, jars and similar used in the conveyance or packing of goods",690911,690911 --  -- Of porcelain or china,all,3,Component/Part,0.158997,0.265231,0.108215,0.216687,0.250871,3.1352,2,Processed Material,0.9713
69,Ceramic products,6909,"Ceramic ware for laboratory, chemical, other technical uses; ceramic troughs, tubs, similar receptacles used in agriculture; ceramic pots, jars and similar used in the conveyance or packing of goods",690912,690912 -- (1996-) -- Articles having a hardness equivalent to 9 or more on the Mohs scale,all,3,Component/Part,0.189931,0.245309,0.124925,0.207582,0.232254,3.0469,2,Processed Material,0.9851
69,Ceramic products,6909,"Ceramic ware for laboratory, chemical, other technical uses; ceramic troughs, tubs, similar receptacles used in agriculture; ceramic pots, jars and similar used in the conveyance or packing of goods",690919,690919 --  -- Other,all,3,Component/Part,0.19649,0.264406,0.101938,0.215381,0.221784,3.0016,2,Processed Material,0.9748
69,Ceramic products,6909,"Ceramic ware for laboratory, chemical, other technical uses; ceramic troughs, tubs, similar receptacles used in agriculture; ceramic pots, jars and similar used in the conveyance or packing of goods",690990,690990 --  - Other,all,3,Component/Part,0.197172,0.266102,0.101694,0.207646,0.227387,3.002,2,Processed Material,0.9743
69,Ceramic products,6910,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures",691010,691010 --  - Of porcelain or china,all,3,Component/Part,0.169646,0.264555,0.102595,0.20928,0.253924,3.1133,2,Processed Material,0.9704
69,Ceramic products,6910,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures",691090,691090 --  - Other,all,3,Component/Part,0.199696,0.264296,0.099243,0.20826,0.228505,3.0016,2,Processed Material,0.9735
69,Ceramic products,6911,"Tableware, kitchenware, other household articles and toilet articles; of porcelain or china",691110,691110 --  - Tableware and kitchenware,all,3,Component/Part,0.198512,0.267911,0.118537,0.180219,0.23482,2.9849,2,Processed Material,0.979
69,Ceramic products,6911,"Tableware, kitchenware, other household articles and toilet articles; of porcelain or china",691190,691190 --  - Other,all,3,Component/Part,0.198508,0.26582,0.099621,0.208238,0.227813,3.001,2,Processed Material,0.9734
